asn,prefix,as_path
134195,1.2.0.0/16,134705 3491 3549 10753 1 1
134723,1.2.0.0/16,134404 58682 4826 3491 3549 10753 1 1
56008,1.2.0.0/16,134401 2914 7029 63264 1 1
134204,1.2.0.0/16,134371 58717 6453 25418 1 1
55793,1.2.0.0/16,134099 9503 4826 3491 3549 10753 1 1
23979,1.2.0.0/16,134078 6939 13536 5738 10753 1 1
63887,1.2.0.0/16,133797 18059 20640 25418 1 1
132860,1.2.0.0/16,133768 4755 10026 4657 12025 10753 1 1
134287,1.2.0.0/16,133678 4755 10026 4657 12025 10753 1 1
135772,1.2.0.0/16,133652 55410 3356 10753 1 1
133086,1.2.0.0/16,133585 24183 10026 4657 12025 10753 1 1
2345,1.2.0.0/16,133507 7545 3491 3549 10753 1 1
134554,1.2.0.0/16,133421 2914 7029 63264 1 1
55736,1.2.0.0/16,133403 4826 3491 3549 10753 1 1
24549,1.2.0.0/16,133380 4826 3491 3549 10753 1 1
55953,1.2.0.0/16,133322 6453 25418 1 1
135693,1.2.0.0/16,133275 9583 20640 25418 1 1
63968,1.2.0.0/16,133185 133372 6453 25418 1 1
132340,1.2.0.0/16,133170 7473 12025 10753 1 1
132305,1.2.0.0/16,133170 7473 12025 10753 1 1
59025,1.2.0.0/16,133111 4538 7473 12025 10753 1 1
51946,1.2.0.0/16,133084 4788 20640 25418 1 1
135752,1.2.0.0/16,132779 9498 10026 4657 12025 10753 1 1
132773,1.2.0.0/16,132774 9498 10026 4657 12025 10753 1 1
134261,1.2.0.0/16,132717 9829 6453 25418 1 1
55701,1.2.0.0/16,132653 24534 1299 7029 63264 1 1
135373,1.2.0.0/16,132585 3491 3549 10753 1 1
45162,1.2.0.0/16,132581 4826 3491 3549 10753 1 1
38201,1.2.0.0/16,132579 4826 3491 3549 10753 1 1
31387,1.2.0.0/16,201776 28917 20640 25418 1 1
134264,1.2.0.0/16,132535 4755 10026 4657 12025 10753 1 1
55437,1.2.0.0/16,132454 3356 10753 1 1
23660,1.2.0.0/16,132454 3356 10753 1 1
135051,1.2.0.0/16,132405 10026 4657 12025 10753 1 1
59335,1.2.0.0/16,132272 4755 10026 4657 12025 10753 1 1
45268,1.2.0.0/16,132267 6939 13536 5738 10753 1 1
132797,1.2.0.0/16,132228 2914 7029 63264 1 1
135434,1.2.0.0/16,132220 4755 10026 4657 12025 10753 1 1
55734,1.2.0.0/16,132215 9583 20640 25418 1 1
63689,1.2.0.0/16,132168 3257 5738 10753 1 1
63998,1.2.0.0/16,132730 24492 6453 25418 1 1
45517,1.2.0.0/16,132045 174 5738 10753 1 1
23755,1.2.0.0/16,132040 4826 3491 3549 10753 1 1
46058,1.2.0.0/16,131728 7713 32787 10753 1 1
133751,1.2.0.0/16,131447 9891 7568 4826 3491 3549 10753 1 1
45441,1.2.0.0/16,131447 9891 7568 4826 3491 3549 10753 1 1
63733,1.2.0.0/16,131418 45899 4657 12025 10753 1 1
45539,1.2.0.0/16,131349 24088 6453 25418 1 1
131322,1.2.0.0/16,133385 6939 13536 5738 10753 1 1
132223,1.2.0.0/16,131303 6453 25418 1 1
135376,1.2.0.0/16,131284 17557 3549 10753 1 1
132707,1.2.0.0/16,131284 17557 3549 10753 1 1
55732,1.2.0.0/16,131284 17557 3549 10753 1 1
134383,1.2.0.0/16,131178 18403 4657 12025 10753 1 1
45540,1.2.0.0/16,131127 56157 6453 25418 1 1
63330,1.2.0.0/16,64227 174 5738 10753 1 1
62565,1.2.0.0/16,64227 174 5738 10753 1 1
135054,1.2.0.0/16,133954 23956 58656 6453 25418 1 1
134967,1.2.0.0/16,64073 4826 3491 3549 10753 1 1
133502,1.2.0.0/16,64073 4826 3491 3549 10753 1 1
63957,1.2.0.0/16,64052 58682 4826 3491 3549 10753 1 1
4874,1.2.0.0/16,64047 3491 3549 10753 1 1
64072,1.2.0.0/16,64018 45905 58717 6453 25418 1 1
63994,1.2.0.0/16,63990 174 5738 10753 1 1
28415,1.2.0.0/16,262182 12956 12989 2516 2510 10026 4657 12025 10753 1 1
131292,1.2.0.0/16,63956 43531 5738 10753 1 1
55531,1.2.0.0/16,63952 23923 58655 6453 25418 1 1
55693,1.2.0.0/16,63873 7713 32787 10753 1 1
46056,1.2.0.0/16,63859 23947 43531 5738 10753 1 1
19375,1.2.0.0/16,63418 6128 286 25418 1 1
394574,1.2.0.0/16,63399 43531 5738 10753 1 1
47042,1.2.0.0/16,63370 174 5738 10753 1 1
40335,1.2.0.0/16,63290 3549 10753 1 1
11416,1.2.0.0/16,63251 53292 3549 10753 1 1
55220,1.2.0.0/16,63213 174 5738 10753 1 1
38353,1.2.0.0/16,63199 3549 10753 1 1
54207,1.2.0.0/16,63152 29863 3356 10753 1 1
40450,1.2.0.0/16,63013 13382 6461 26114 1 1
22733,1.2.0.0/16,63010 6983 3549 10753 1 1
40533,1.2.0.0/16,62955 20640 25418 1 1
394378,1.2.0.0/16,62943 2828 10753 1 1
393916,1.2.0.0/16,62943 2828 10753 1 1
393524,1.2.0.0/16,62943 2828 10753 1 1
55221,1.2.0.0/16,62943 2828 10753 1 1
36813,1.2.0.0/16,62943 2828 10753 1 1
33556,1.2.0.0/16,62943 2828 10753 1 1
27627,1.2.0.0/16,62943 2828 10753 1 1
26170,1.2.0.0/16,62943 2828 10753 1 1
23188,1.2.0.0/16,62943 2828 10753 1 1
19799,1.2.0.0/16,62943 2828 10753 1 1
16697,1.2.0.0/16,62943 2828 10753 1 1
15195,1.2.0.0/16,62943 2828 10753 1 1
13388,1.2.0.0/16,62943 2828 10753 1 1
53960,1.2.0.0/16,62941 3356 10753 1 1
26440,1.2.0.0/16,62929 6939 13536 5738 10753 1 1
22421,1.2.0.0/16,62929 6939 13536 5738 10753 1 1
54426,1.2.0.0/16,62917 3356 10753 1 1
21944,1.2.0.0/16,62913 23520 3549 10753 1 1
199438,1.2.0.0/16,62874 33891 286 25418 1 1
50495,1.2.0.0/16,62874 33891 286 25418 1 1
22400,1.2.0.0/16,62874 33891 286 25418 1 1
30065,1.2.0.0/16,62807 6461 26114 1 1
394992,1.2.0.0/16,62734 3356 10753 1 1
202779,1.2.0.0/16,62710 43531 5738 10753 1 1
36598,1.2.0.0/16,62710 43531 5738 10753 1 1
22109,1.2.0.0/16,62627 8447 286 25418 1 1
21582,1.2.0.0/16,62600 11537 1 1
40674,1.2.0.0/16,62489 174 5738 10753 1 1
59987,1.2.0.0/16,62432 20640 25418 1 1
201729,1.2.0.0/16,62365 16097 20640 25418 1 1
60812,1.2.0.0/16,199599 20640 25418 1 1
262758,1.2.0.0/16,262505 6939 13536 5738 10753 1 1
57004,1.2.0.0/16,62300 34700 16265 32787 10753 1 1
41578,1.2.0.0/16,62300 34700 16265 32787 10753 1 1
47587,1.2.0.0/16,62292 6939 13536 5738 10753 1 1
35828,1.2.0.0/16,62292 6939 13536 5738 10753 1 1
203988,1.2.0.0/16,62282 8764 20640 25418 1 1
51286,1.2.0.0/16,62261 9002 286 25418 1 1
39466,1.2.0.0/16,62250 42337 12880 6453 25418 1 1
207019,1.2.0.0/16,62240 32787 10753 1 1
202792,1.2.0.0/16,62240 32787 10753 1 1
25926,1.2.0.0/16,62240 32787 10753 1 1
24669,1.2.0.0/16,62240 32787 10753 1 1
8730,1.2.0.0/16,62214 6939 13536 5738 10753 1 1
203802,1.2.0.0/16,62212 3549 10753 1 1
201541,1.2.0.0/16,62212 3549 10753 1 1
196957,1.2.0.0/16,62206 16265 32787 10753 1 1
50772,1.2.0.0/16,62206 16265 32787 10753 1 1
50751,1.2.0.0/16,62206 16265 32787 10753 1 1
50281,1.2.0.0/16,62206 16265 32787 10753 1 1
6807,1.2.0.0/16,62206 16265 32787 10753 1 1
199766,1.2.0.0/16,62136 8943 6461 26114 1 1
64426,1.2.0.0/16,62068 56611 174 5738 10753 1 1
197185,1.2.0.0/16,62040 31133 3549 10753 1 1
200519,1.2.0.0/16,62023 20640 25418 1 1
3337,1.2.0.0/16,61955 20640 25418 1 1
264591,1.2.0.0/16,61917 262989 3549 10753 1 1
265063,1.2.0.0/16,61889 6939 13536 5738 10753 1 1
264930,1.2.0.0/16,61889 6939 13536 5738 10753 1 1
264112,1.2.0.0/16,61889 6939 13536 5738 10753 1 1
264066,1.2.0.0/16,61889 6939 13536 5738 10753 1 1
263887,1.2.0.0/16,61889 6939 13536 5738 10753 1 1
52764,1.2.0.0/16,61889 6939 13536 5738 10753 1 1
52626,1.2.0.0/16,61889 6939 13536 5738 10753 1 1
265238,1.2.0.0/16,265268 53087 3549 10753 1 1
264474,1.2.0.0/16,61888 6939 13536 5738 10753 1 1
264300,1.2.0.0/16,265268 53087 3549 10753 1 1
264288,1.2.0.0/16,61888 6939 13536 5738 10753 1 1
52709,1.2.0.0/16,262740 53087 3549 10753 1 1
264275,1.2.0.0/16,61884 16735 4809 15412 15802 57187 43531 5738 10753 1 1
52595,1.2.0.0/16,61874 61889 6939 13536 5738 10753 1 1
61874,1.2.0.0/16,61889 6939 13536 5738 10753 1 1
61793,1.2.0.0/16,61848 3549 10753 1 1
52678,1.2.0.0/16,61844 262476 6939 13536 5738 10753 1 1
52644,1.2.0.0/16,61844 262476 6939 13536 5738 10753 1 1
264079,1.2.0.0/16,61776 16735 4809 15412 15802 57187 43531 5738 10753 1 1
52665,1.2.0.0/16,61776 16735 4809 15412 15802 57187 43531 5738 10753 1 1
263803,1.2.0.0/16,61762 18881 6762 4657 12025 10753 1 1
264340,1.2.0.0/16,61758 6939 13536 5738 10753 1 1
61687,1.2.0.0/16,61758 6939 13536 5738 10753 1 1
265052,1.2.0.0/16,61726 52747 264409 3223 20640 25418 1 1
52707,1.2.0.0/16,61714 262687 26615 3549 10753 1 1
61713,1.2.0.0/16,61712 3549 10753 1 1
28645,1.2.0.0/16,61704 6939 13536 5738 10753 1 1
61695,1.2.0.0/16,262907 6939 13536 5738 10753 1 1
264250,1.2.0.0/16,61666 25933 6939 13536 5738 10753 1 1
263360,1.2.0.0/16,61666 25933 6939 13536 5738 10753 1 1
61806,1.2.0.0/16,61663 6939 13536 5738 10753 1 1
264433,1.2.0.0/16,262761 6939 13536 5738 10753 1 1
264357,1.2.0.0/16,61581 6939 13536 5738 10753 1 1
52917,1.2.0.0/16,61581 6939 13536 5738 10753 1 1
61829,1.2.0.0/16,61573 264409 3223 20640 25418 1 1
61871,1.2.0.0/16,61570 53087 3549 10753 1 1
264103,1.2.0.0/16,61568 6939 13536 5738 10753 1 1
27729,1.2.0.0/16,61472 52468 1299 7029 63264 1 1
23014,1.2.0.0/16,61452 11014 1299 7029 63264 1 1
202532,1.2.0.0/16,61400 6939 13536 5738 10753 1 1
201183,1.2.0.0/16,61400 6939 13536 5738 10753 1 1
62222,1.2.0.0/16,61400 6939 13536 5738 10753 1 1
48708,1.2.0.0/16,61400 6939 13536 5738 10753 1 1
39317,1.2.0.0/16,61400 6939 13536 5738 10753 1 1
42954,1.2.0.0/16,61398 8359 20640 25418 1 1
59929,1.2.0.0/16,61349 47869 20640 25418 1 1
196875,1.2.0.0/16,61341 39179 32787 10753 1 1
61274,1.2.0.0/16,61308 8359 20640 25418 1 1
50997,1.2.0.0/16,61287 43531 5738 10753 1 1
199631,1.2.0.0/16,61231 32787 10753 1 1
43804,1.2.0.0/16,61211 174 5738 10753 1 1
265121,1.2.0.0/16,262401 6939 13536 5738 10753 1 1
59367,1.2.0.0/16,61200 174 5738 10753 1 1
59707,1.2.0.0/16,61170 8359 20640 25418 1 1
199012,1.2.0.0/16,61157 6805 286 25418 1 1
42542,1.2.0.0/16,61146 29518 43531 5738 10753 1 1
198492,1.2.0.0/16,61094 174 5738 10753 1 1
203318,1.2.0.0/16,61044 6939 13536 5738 10753 1 1
51030,1.2.0.0/16,61044 6939 13536 5738 10753 1 1
49551,1.2.0.0/16,61031 20640 25418 1 1
44834,1.2.0.0/16,61031 20640 25418 1 1
199627,1.2.0.0/16,61026 43531 5738 10753 1 1
25035,1.2.0.0/16,61010 43727 20640 25418 1 1
203500,1.2.0.0/16,60983 29467 20640 25418 1 1
199881,1.2.0.0/16,60983 29467 20640 25418 1 1
61034,1.2.0.0/16,60953 35320 20640 25418 1 1
200851,1.2.0.0/16,60924 9498 10026 4657 12025 10753 1 1
204055,1.2.0.0/16,60890 13768 286 25418 1 1
203961,1.2.0.0/16,60890 13768 286 25418 1 1
201304,1.2.0.0/16,60890 13768 286 25418 1 1
201303,1.2.0.0/16,60890 13768 286 25418 1 1
24705,1.2.0.0/16,60819 3356 10753 1 1
203670,1.2.0.0/16,60804 6939 13536 5738 10753 1 1
202630,1.2.0.0/16,60800 34270 32787 10753 1 1
200453,1.2.0.0/16,60800 34270 32787 10753 1 1
62253,1.2.0.0/16,60771 6939 13536 5738 10753 1 1
49810,1.2.0.0/16,60771 6939 13536 5738 10753 1 1
39303,1.2.0.0/16,60771 6939 13536 5738 10753 1 1
199739,1.2.0.0/16,60764 20640 25418 1 1
196673,1.2.0.0/16,60764 20640 25418 1 1
57369,1.2.0.0/16,60725 6939 13536 5738 10753 1 1
45168,1.2.0.0/16,60725 6939 13536 5738 10753 1 1
38077,1.2.0.0/16,60725 6939 13536 5738 10753 1 1
37406,1.2.0.0/16,60725 6939 13536 5738 10753 1 1
203946,1.2.0.0/16,60720 8732 20640 25418 1 1
59767,1.2.0.0/16,60717 2119 286 25418 1 1
201575,1.2.0.0/16,60691 6939 13536 5738 10753 1 1
203823,1.2.0.0/16,60687 2119 286 25418 1 1
203741,1.2.0.0/16,60624 6939 13536 5738 10753 1 1
59897,1.2.0.0/16,60610 32787 10753 1 1
43262,1.2.0.0/16,60610 32787 10753 1 1
33795,1.2.0.0/16,60589 49895 174 5738 10753 1 1
9048,1.2.0.0/16,60589 49895 174 5738 10753 1 1
207219,1.2.0.0/16,60587 1764 20640 25418 1 1
204099,1.2.0.0/16,60587 1764 20640 25418 1 1
198798,1.2.0.0/16,60587 1764 20640 25418 1 1
62276,1.2.0.0/16,60587 1764 20640 25418 1 1
50931,1.2.0.0/16,60587 1764 20640 25418 1 1
50721,1.2.0.0/16,60587 1764 20640 25418 1 1
50720,1.2.0.0/16,60587 1764 20640 25418 1 1
50719,1.2.0.0/16,60587 1764 20640 25418 1 1
50718,1.2.0.0/16,60587 1764 20640 25418 1 1
50700,1.2.0.0/16,60587 1764 20640 25418 1 1
50657,1.2.0.0/16,60587 1764 20640 25418 1 1
42539,1.2.0.0/16,60587 1764 20640 25418 1 1
13026,1.2.0.0/16,60587 1764 20640 25418 1 1
60023,1.2.0.0/16,60501 43531 5738 10753 1 1
202889,1.2.0.0/16,60475 43531 5738 10753 1 1
39833,1.2.0.0/16,60447 3549 10753 1 1
12720,1.2.0.0/16,60447 3549 10753 1 1
48873,1.2.0.0/16,61031 20640 25418 1 1
202956,1.2.0.0/16,60341 43531 5738 10753 1 1
202090,1.2.0.0/16,60330 60280 20640 25418 1 1
59861,1.2.0.0/16,60330 60280 20640 25418 1 1
59860,1.2.0.0/16,60330 60280 20640 25418 1 1
50593,1.2.0.0/16,60330 60280 20640 25418 1 1
50590,1.2.0.0/16,60330 60280 20640 25418 1 1
44272,1.2.0.0/16,60330 60280 20640 25418 1 1
35668,1.2.0.0/16,60330 60280 20640 25418 1 1
35587,1.2.0.0/16,60330 60280 20640 25418 1 1
24941,1.2.0.0/16,60330 60280 20640 25418 1 1
21268,1.2.0.0/16,60300 6677 32787 10753 1 1
60330,1.2.0.0/16,60280 20640 25418 1 1
203905,1.2.0.0/16,60268 3356 10753 1 1
62027,1.2.0.0/16,60268 3356 10753 1 1
43525,1.2.0.0/16,60259 44735 3549 10753 1 1
203902,1.2.0.0/16,60241 43531 5738 10753 1 1
62367,1.2.0.0/16,60201 24631 12880 6453 25418 1 1
50749,1.2.0.0/16,60201 24631 12880 6453 25418 1 1
42987,1.2.0.0/16,60187 786 286 25418 1 1
43917,1.2.0.0/16,60172 50896 31133 3549 10753 1 1
327903,1.2.0.0/16,60171 32787 10753 1 1
37665,1.2.0.0/16,60171 32787 10753 1 1
37524,1.2.0.0/16,60171 32787 10753 1 1
37512,1.2.0.0/16,60171 32787 10753 1 1
37208,1.2.0.0/16,60171 32787 10753 1 1
37141,1.2.0.0/16,60171 32787 10753 1 1
36988,1.2.0.0/16,60171 32787 10753 1 1
42594,1.2.0.0/16,60158 12741 3356 10753 1 1
197674,1.2.0.0/16,60068 6939 13536 5738 10753 1 1
52199,1.2.0.0/16,60068 6939 13536 5738 10753 1 1
203141,1.2.0.0/16,60062 29226 20640 25418 1 1
202963,1.2.0.0/16,60062 29226 20640 25418 1 1
60035,1.2.0.0/16,60036 20712 32787 10753 1 1
197734,1.2.0.0/16,60018 16265 32787 10753 1 1
60009,1.2.0.0/16,61211 174 5738 10753 1 1
47557,1.2.0.0/16,59872 3356 10753 1 1
60078,1.2.0.0/16,59856 6663 6453 25418 1 1
48336,1.2.0.0/16,59854 6830 286 25418 1 1
202955,1.2.0.0/16,59844 60341 43531 5738 10753 1 1
59844,1.2.0.0/16,60341 43531 5738 10753 1 1
44917,1.2.0.0/16,201776 28917 20640 25418 1 1
51061,1.2.0.0/16,59793 34123 20640 25418 1 1
197214,1.2.0.0/16,59742 2914 7029 63264 1 1
200963,1.2.0.0/16,59701 6939 13536 5738 10753 1 1
207054,1.2.0.0/16,59699 43531 5738 10753 1 1
201795,1.2.0.0/16,59699 43531 5738 10753 1 1
201551,1.2.0.0/16,59682 6739 3549 10753 1 1
201689,1.2.0.0/16,59587 12880 6453 25418 1 1
59914,1.2.0.0/16,59587 12880 6453 25418 1 1
265408,1.2.0.0/16,264496 26615 3549 10753 1 1
59654,1.2.0.0/16,59587 12880 6453 25418 1 1
200590,1.2.0.0/16,59583 43994 12695 20640 25418 1 1
41007,1.2.0.0/16,59583 43994 12695 20640 25418 1 1
25349,1.2.0.0/16,59583 43994 12695 20640 25418 1 1
265438,1.2.0.0/16,61568 6939 13536 5738 10753 1 1
59684,1.2.0.0/16,59527 8449 3549 10753 1 1
51041,1.2.0.0/16,59516 6939 13536 5738 10753 1 1
265196,1.2.0.0/16,264943 262434 6939 13536 5738 10753 1 1
59442,1.2.0.0/16,59514 51074 12880 6453 25418 1 1
42562,1.2.0.0/16,59507 20640 25418 1 1
12379,1.2.0.0/16,59507 20640 25418 1 1
60428,1.2.0.0/16,59505 5588 286 25418 1 1
50161,1.2.0.0/16,59497 16265 32787 10753 1 1
198540,1.2.0.0/16,59491 6939 13536 5738 10753 1 1
263970,1.2.0.0/16,263327 6939 13536 5738 10753 1 1
58216,1.2.0.0/16,59481 47843 42337 12880 6453 25418 1 1
28976,1.2.0.0/16,59481 47843 42337 12880 6453 25418 1 1
3263,1.2.0.0/16,59481 47843 42337 12880 6453 25418 1 1
199795,1.2.0.0/16,59469 6939 13536 5738 10753 1 1
198676,1.2.0.0/16,59469 6939 13536 5738 10753 1 1
199810,1.2.0.0/16,59460 16265 32787 10753 1 1
197375,1.2.0.0/16,59460 16265 32787 10753 1 1
42960,1.2.0.0/16,59441 12880 6453 25418 1 1
44691,1.2.0.0/16,59431 42337 12880 6453 25418 1 1
203987,1.2.0.0/16,59395 43531 5738 10753 1 1
203452,1.2.0.0/16,59395 43531 5738 10753 1 1
203449,1.2.0.0/16,59395 43531 5738 10753 1 1
203251,1.2.0.0/16,59395 43531 5738 10753 1 1
38217,1.2.0.0/16,59370 45274 133372 6453 25418 1 1
9540,1.2.0.0/16,59362 58717 6453 25418 1 1
264308,1.2.0.0/16,263017 53062 3549 10753 1 1
58554,1.2.0.0/16,59289 4761 43531 5738 10753 1 1
133836,1.2.0.0/16,59278 4761 43531 5738 10753 1 1
24038,1.2.0.0/16,59258 2497 286 25418 1 1
58859,1.2.0.0/16,59214 4826 3491 3549 10753 1 1
135717,1.2.0.0/16,59165 55644 4755 10026 4657 12025 10753 1 1
133222,1.2.0.0/16,59165 55644 4755 10026 4657 12025 10753 1 1
63860,1.2.0.0/16,59139 45147 3549 10753 1 1
63852,1.2.0.0/16,58952 43531 5738 10753 1 1
135420,1.2.0.0/16,63969 58655 6453 25418 1 1
135276,1.2.0.0/16,58923 132267 6939 13536 5738 10753 1 1
135020,1.2.0.0/16,58923 132267 6939 13536 5738 10753 1 1
134812,1.2.0.0/16,58923 132267 6939 13536 5738 10753 1 1
134750,1.2.0.0/16,63969 58655 6453 25418 1 1
63937,1.2.0.0/16,58914 38195 3549 10753 1 1
56050,1.2.0.0/16,58913 9505 3462 4809 15412 15802 57187 43531 5738 10753 1 1
64077,1.2.0.0/16,58782 132884 6453 25418 1 1
63946,1.2.0.0/16,58779 6453 25418 1 1
265091,1.2.0.0/16,262760 6939 13536 5738 10753 1 1
59337,1.2.0.0/16,58779 6453 25418 1 1
135076,1.2.0.0/16,58717 6453 25418 1 1
134813,1.2.0.0/16,58717 6453 25418 1 1
134108,1.2.0.0/16,58717 6453 25418 1 1
63996,1.2.0.0/16,58717 6453 25418 1 1
64063,1.2.0.0/16,58715 6453 25418 1 1
64037,1.2.0.0/16,58715 6453 25418 1 1
38011,1.2.0.0/16,58715 6453 25418 1 1
4864,1.2.0.0/16,58715 6453 25418 1 1
38030,1.2.0.0/16,58704 58587 6939 13536 5738 10753 1 1
63995,1.2.0.0/16,58691 10102 6453 25418 1 1
63944,1.2.0.0/16,58691 10102 6453 25418 1 1
264522,1.2.0.0/16,262740 53087 3549 10753 1 1
58768,1.2.0.0/16,58715 6453 25418 1 1
55708,1.2.0.0/16,58717 6453 25418 1 1
38138,1.2.0.0/16,58691 10102 6453 25418 1 1
63840,1.2.0.0/16,58689 58717 6453 25418 1 1
38555,1.2.0.0/16,58688 58587 6939 13536 5738 10753 1 1
133034,1.2.0.0/16,58682 4826 3491 3549 10753 1 1
64075,1.2.0.0/16,58682 4826 3491 3549 10753 1 1
59347,1.2.0.0/16,58682 4826 3491 3549 10753 1 1
55733,1.2.0.0/16,58682 4826 3491 3549 10753 1 1
45176,1.2.0.0/16,58682 4826 3491 3549 10753 1 1
38556,1.2.0.0/16,58715 6453 25418 1 1
38031,1.2.0.0/16,58717 6453 25418 1 1
18230,1.2.0.0/16,58715 6453 25418 1 1
134185,1.2.0.0/16,58668 6453 25418 1 1
17471,1.2.0.0/16,58668 6453 25418 1 1
264378,1.2.0.0/16,61568 6939 13536 5738 10753 1 1
58624,1.2.0.0/16,58666 45177 6453 25418 1 1
133854,1.2.0.0/16,58656 6453 25418 1 1
132684,1.2.0.0/16,58656 6453 25418 1 1
63965,1.2.0.0/16,58656 6453 25418 1 1
63963,1.2.0.0/16,58656 6453 25418 1 1
58701,1.2.0.0/16,58656 6453 25418 1 1
55550,1.2.0.0/16,58656 6453 25418 1 1
45766,1.2.0.0/16,58656 6453 25418 1 1
45276,1.2.0.0/16,58656 6453 25418 1 1
38744,1.2.0.0/16,58656 6453 25418 1 1
38493,1.2.0.0/16,58656 6453 25418 1 1
38192,1.2.0.0/16,58656 6453 25418 1 1
24556,1.2.0.0/16,58656 6453 25418 1 1
23893,1.2.0.0/16,58656 6453 25418 1 1
63969,1.2.0.0/16,58655 6453 25418 1 1
264346,1.2.0.0/16,262401 6939 13536 5738 10753 1 1
58592,1.2.0.0/16,58640 55410 3356 10753 1 1
63967,1.2.0.0/16,58616 132602 2914 7029 63264 1 1
38614,1.2.0.0/16,58616 132602 2914 7029 63264 1 1
59365,1.2.0.0/16,58601 6939 13536 5738 10753 1 1
56115,1.2.0.0/16,58717 6453 25418 1 1
38069,1.2.0.0/16,58656 6453 25418 1 1
24389,1.2.0.0/16,58717 6453 25418 1 1
10076,1.2.0.0/16,58598 45204 20640 25418 1 1
134529,1.2.0.0/16,58587 6939 13536 5738 10753 1 1
132442,1.2.0.0/16,58587 6939 13536 5738 10753 1 1
64091,1.2.0.0/16,58587 6939 13536 5738 10753 1 1
64059,1.2.0.0/16,58587 6939 13536 5738 10753 1 1
63526,1.2.0.0/16,58656 6453 25418 1 1
59203,1.2.0.0/16,58717 6453 25418 1 1
56138,1.2.0.0/16,58717 6453 25418 1 1
56054,1.2.0.0/16,58656 6453 25418 1 1
45245,1.2.0.0/16,58656 6453 25418 1 1
9451,1.2.0.0/16,58587 6939 13536 5738 10753 1 1
132673,1.2.0.0/16,58552 10026 4657 12025 10753 1 1
131699,1.2.0.0/16,58552 10026 4657 12025 10753 1 1
63501,1.2.0.0/16,58552 10026 4657 12025 10753 1 1
56239,1.2.0.0/16,58552 10026 4657 12025 10753 1 1
38521,1.2.0.0/16,58552 10026 4657 12025 10753 1 1
24199,1.2.0.0/16,58552 10026 4657 12025 10753 1 1
59010,1.2.0.0/16,58519 4809 15412 15802 57187 43531 5738 10753 1 1
17551,1.2.0.0/16,58511 3549 10753 1 1
135451,1.2.0.0/16,58495 17451 6453 25418 1 1
56260,1.2.0.0/16,58482 7713 32787 10753 1 1
134648,1.2.0.0/16,131706 7713 32787 10753 1 1
45317,1.2.0.0/16,131706 7713 32787 10753 1 1
59037,1.2.0.0/16,58461 4134 4809 15412 15802 57187 43531 5738 10753 1 1
4858,1.2.0.0/16,58443 45177 6453 25418 1 1
132842,1.2.0.0/16,58430 6939 13536 5738 10753 1 1
64045,1.2.0.0/16,58430 6939 13536 5738 10753 1 1
264155,1.2.0.0/16,262761 6939 13536 5738 10753 1 1
58401,1.2.0.0/16,58396 131744 6453 25418 1 1
56242,1.2.0.0/16,58552 10026 4657 12025 10753 1 1
264133,1.2.0.0/16,61889 6939 13536 5738 10753 1 1
58379,1.2.0.0/16,58381 2914 7029 63264 1 1
133346,1.2.0.0/16,58376 20640 25418 1 1
38152,1.2.0.0/16,58369 58552 10026 4657 12025 10753 1 1
264123,1.2.0.0/16,262182 12956 12989 2516 2510 10026 4657 12025 10753 1 1
58369,1.2.0.0/16,58552 10026 4657 12025 10753 1 1
196903,1.2.0.0/16,58321 16265 32787 10753 1 1
59828,1.2.0.0/16,58321 16265 32787 10753 1 1
48760,1.2.0.0/16,58321 16265 32787 10753 1 1
47383,1.2.0.0/16,58321 16265 32787 10753 1 1
47348,1.2.0.0/16,58321 16265 32787 10753 1 1
200442,1.2.0.0/16,58314 9002 286 25418 1 1
50557,1.2.0.0/16,58307 16265 32787 10753 1 1
41666,1.2.0.0/16,58299 43531 5738 10753 1 1
60874,1.2.0.0/16,58291 43531 5738 10753 1 1
10247,1.2.0.0/16,58271 29632 20640 25418 1 1
200658,1.2.0.0/16,58269 5518 3356 10753 1 1
62284,1.2.0.0/16,58256 12880 6453 25418 1 1
49596,1.2.0.0/16,58256 12880 6453 25418 1 1
43296,1.2.0.0/16,58256 12880 6453 25418 1 1
202208,1.2.0.0/16,58243 20640 25418 1 1
5837,1.2.0.0/16,58237 6939 13536 5738 10753 1 1
59698,1.2.0.0/16,58209 4637 32787 10753 1 1
49495,1.2.0.0/16,58208 43531 5738 10753 1 1
61105,1.2.0.0/16,58173 174 5738 10753 1 1
60084,1.2.0.0/16,58142 25184 12880 6453 25418 1 1
197401,1.2.0.0/16,58067 44267 8359 20640 25418 1 1
47936,1.2.0.0/16,58058 5541 3549 10753 1 1
200812,1.2.0.0/16,58002 9002 286 25418 1 1
60840,1.2.0.0/16,58002 9002 286 25418 1 1
49755,1.2.0.0/16,58002 9002 286 25418 1 1
43521,1.2.0.0/16,58002 9002 286 25418 1 1
43087,1.2.0.0/16,58002 9002 286 25418 1 1
9082,1.2.0.0/16,58002 9002 286 25418 1 1
15637,1.2.0.0/16,57958 44217 3356 10753 1 1
203071,1.2.0.0/16,57944 3255 20640 25418 1 1
25092,1.2.0.0/16,57944 3255 20640 25418 1 1
64453,1.2.0.0/16,57916 35346 15836 174 5738 10753 1 1
43883,1.2.0.0/16,57873 3327 20640 25418 1 1
202916,1.2.0.0/16,57866 4637 32787 10753 1 1
